FLIR_ID_Year,FLIR_ID,site,date,year,time,survey_time,photo_type,determined_usage,water,air_temperature_c,humidity,microhabitat_type,distance_from_object_m,meter_marker,marker_number,direction,record_id,latitude.x,longitude.x,latitude.y,longitude.y,observer,FLIR_ID_Date,Notes
FLIR3979_2025,FLIR3979,Phelps Pond,4/23/25,4577,23:25,Night,transect,good ,y,15.2,81.5,NA,1.53,5,NA,East,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6909287,-80.5126263,41.6909618,-80.5126269,Cob Staines,FLIR3979_2025-04,
FLIR3981_2025,FLIR3981,Phelps Pond,4/23/25,4577,23:25,Night,transect,good,y,15.2,81.5,NA,1.56,5,NA,West,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6909312,-80.5126256,41.6909618,-80.5126269,Cob Staines,FLIR3981_2025-04,
FLIR3983_2025,FLIR3983,Phelps Pond,4/23/25,4577,23:25,Night,transect,good,y,15.2,81.5,NA,1.5,6,NA,North,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6909332,-80.5126277,41.6909618,-80.5126269,Cob Staines,FLIR3983_2025-04,
FLIR3985_2025,FLIR3985,Phelps Pond,4/23/25,4577,23:26,Night,transect,good,n,15.2,81.5,NA,1.47,6,NA,South,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.690931,-80.5126362,41.6909618,-80.5126269,Cob Staines,FLIR3985_2025-04,
FLIR3987_2025,FLIR3987,Phelps Pond,4/23/25,4577,23:26,Night,transect,good,n,15.2,81.5,NA,1.47,6,NA,East,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6909302,-80.5126388,41.6909618,-80.5126269,Cob Staines,FLIR3987_2025-04,
FLIR3989_2025,FLIR3989,Phelps Pond,4/23/25,4577,23:26,Night,transect,good,y,15.2,81.5,NA,1.58,6,NA,West,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6909298,-80.5126394,41.6909618,-80.5126269,Cob Staines,FLIR3989_2025-04,
FLIR3991_2025,FLIR3991,Phelps Pond,4/23/25,4577,23:26,Night,transect,good,y,15.2,81.5,NA,1.53,7,NA,North,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6909297,-80.5126398,41.6909618,-80.5126269,Cob Staines,FLIR3991_2025-04,
FLIR3993_2025,FLIR3993,Phelps Pond,4/23/25,4577,23:27,Night,transect,good,n,15.2,81.5,NA,1.48,7,NA,South,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6909165,-80.5126761,41.6909618,-80.5126269,Cob Staines,FLIR3993_2025-04,
FLIR3995_2025,FLIR3995,Phelps Pond,4/23/25,4577,23:27,Night,transect,good,n,15.2,81.5,NA,1.54,7,NA,East,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6909043,-80.5126754,41.6909618,-80.5126269,Cob Staines,FLIR3995_2025-04,
FLIR3997_2025,FLIR3997,Phelps Pond,4/23/25,4577,23:27,Night,transect,good,y,15.2,81.5,NA,1.53,7,NA,West,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908971,-80.5126937,41.6909618,-80.5126269,Cob Staines,FLIR3997_2025-04,
FLIR3999_2025,FLIR3999,Phelps Pond,4/23/25,4577,23:28,Night,transect,good,y,15.2,81.5,NA,1.51,8,NA,North,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908839,-80.5126784,41.6909618,-80.5126269,Cob Staines,FLIR3999_2025-04,
FLIR4001_2025,FLIR4001,Phelps Pond,4/23/25,4577,23:28,Night,transect,good,n,15.2,81.5,NA,1.48,8,NA,South,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908946,-80.5127181,41.6909618,-80.5126269,Cob Staines,FLIR4001_2025-04,
FLIR4003_2025,FLIR4003,Phelps Pond,4/23/25,4577,23:28,Night,transect,good,n,15.2,81.5,NA,1.53,8,NA,East,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908542,-80.512762,41.6909618,-80.5126269,Cob Staines,FLIR4003_2025-04,
FLIR4005_2025,FLIR4005,Phelps Pond,4/23/25,4577,23:28,Night,transect,good,y,15.2,81.5,NA,1.53,8,NA,West,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908355,-80.5127633,41.6909618,-80.5126269,Cob Staines,FLIR4005_2025-04,
FLIR4007_2025,FLIR4007,Phelps Pond,4/23/25,4577,23:29,Night,transect,good,y,15.2,81.5,NA,1.53,9,NA,North,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908512,-80.5127694,41.6909618,-80.5126269,Cob Staines,FLIR4007_2025-04,
FLIR4009_2025,FLIR4009,Phelps Pond,4/23/25,4577,23:29,Night,transect,good,n,15.2,81.5,NA,1.48,9,NA,South,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908651,-80.5127215,41.6909618,-80.5126269,Cob Staines,FLIR4009_2025-04,
FLIR4011_2025,FLIR4011,Phelps Pond,4/23/25,4577,23:29,Night,transect,good,n,15.2,81.5,NA,1.53,9,NA,East,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908621,-80.5126448,41.6909618,-80.5126269,Cob Staines,FLIR4011_2025-04,
FLIR4013_2025,FLIR4013,Phelps Pond,4/23/25,4577,23:30,Night,transect,good,n,15.2,81.5,NA,1.56,9,NA,West,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908607,-80.5126409,41.6909618,-80.5126269,Cob Staines,FLIR4013_2025-04,
FLIR4015_2025,FLIR4015,Phelps Pond,4/23/25,4577,23:30,Night,transect,good,y,15.2,81.5,NA,1.48,10,NA,North,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.690836,-80.5126356,41.6909618,-80.5126269,Cob Staines,FLIR4015_2025-04,
FLIR4017_2025,FLIR4017,Phelps Pond,4/23/25,4577,23:30,Night,transect,good,n,15.2,81.5,NA,1.47,10,NA,South,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908752,-80.5127173,41.6909618,-80.5126269,Cob Staines,FLIR4017_2025-04,
FLIR4019_2025,FLIR4019,Phelps Pond,4/23/25,4577,23:31,Night,transect,good,y,15.2,81.5,NA,1.53,10,NA,East,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908736,-80.5127084,41.6909618,-80.5126269,Cob Staines,FLIR4019_2025-04,
FLIR4021_2025,FLIR4021,Phelps Pond,4/23/25,4577,23:31,Night,transect,good,y,15.2,81.5,NA,1.51,10,NA,West,39263cfe-d7ee-4461-9954-ecc77e61f81b,41.6908729,-80.5127108,41.6909618,-80.5126269,Cob Staines,FLIR4021_2025-04,
FLIR3833_2025,FLIR3833,Wood Lab Pond,4/22/25,4576,23:35,Night,transect,good,n,9.6,62,NA,1.49,0,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682288,-80.4514951,41.568383,-80.4516393,Cob Staines,FLIR3833_2025-04,
FLIR3835_2025,FLIR3835,Wood Lab Pond,4/22/25,4576,23:36,Night,transect,good,y,9.6,62,NA,1.57,0,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5681153,-80.4515351,41.568383,-80.4516393,Cob Staines,FLIR3835_2025-04,
FLIR3837_2025,FLIR3837,Wood Lab Pond,4/22/25,4576,23:37,Night,transect,good,y,9.6,62,NA,1.51,0,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682311,-80.4515562,41.568383,-80.4516393,Cob Staines,FLIR3837_2025-04,
FLIR3839_2025,FLIR3839,Wood Lab Pond,4/22/25,4576,23:37,Night,transect,good,n,9.6,62,NA,1.51,0,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.568237,-80.4515829,41.568383,-80.4516393,Cob Staines,FLIR3839_2025-04,
FLIR3841_2025,FLIR3841,Wood Lab Pond,4/22/25,4576,23:37,Night,transect,good,n,9.6,62,NA,1.52,1,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.568236,-80.4515666,41.568383,-80.4516393,Cob Staines,FLIR3841_2025-04,
FLIR3843_2025,FLIR3843,Wood Lab Pond,4/22/25,4576,23:38,Night,transect,good,y,9.6,62,NA,1.5,1,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682247,-80.451505,41.568383,-80.4516393,Cob Staines,FLIR3843_2025-04,
FLIR3845_2025,FLIR3845,Wood Lab Pond,4/22/25,4576,23:38,Night,transect,good,y,9.6,62,NA,1.46,1,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682355,-80.4514405,41.568383,-80.4516393,Cob Staines,FLIR3845_2025-04,
FLIR3847_2025,FLIR3847,Wood Lab Pond,4/22/25,4576,23:38,Night,transect,good,n,9.6,62,NA,1.45,1,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682475,-80.451433,41.568383,-80.4516393,Cob Staines,FLIR3847_2025-04,
FLIR3849_2025,FLIR3849,Wood Lab Pond,4/22/25,4576,23:39,Night,transect,good,n,9.6,62,NA,1.5,2,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682778,-80.4514496,41.568383,-80.4516393,Cob Staines,FLIR3849_2025-04,
FLIR3851_2025,FLIR3851,Wood Lab Pond,4/22/25,4576,23:39,Night,transect,good,y,9.6,62,NA,1.52,2,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682693,-80.4514459,41.568383,-80.4516393,Cob Staines,FLIR3851_2025-04,
FLIR3853_2025,FLIR3853,Wood Lab Pond,4/22/25,4576,23:39,Night,transect,good,y,9.6,62,NA,1.55,2,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682516,-80.4514154,41.568383,-80.4516393,Cob Staines,FLIR3853_2025-04,
FLIR3855_2025,FLIR3855,Wood Lab Pond,4/22/25,4576,23:40,Night,transect,good,n,9.6,62,NA,1.48,2,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5681802,-80.4514672,41.568383,-80.4516393,Cob Staines,FLIR3855_2025-04,
FLIR3857_2025,FLIR3857,Wood Lab Pond,4/22/25,4576,23:40,Night,transect,good,n,9.6,62,NA,1.49,3,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682561,-80.4516167,41.568383,-80.4516393,Cob Staines,FLIR3857_2025-04,
FLIR3859_2025,FLIR3859,Wood Lab Pond,4/22/25,4576,23:41,Night,transect,good,y,9.6,62,NA,1.54,3,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.56834,-80.4515952,41.568383,-80.4516393,Cob Staines,FLIR3859_2025-04,
FLIR3861_2025,FLIR3861,Wood Lab Pond,4/22/25,4576,23:41,Night,transect,good,y,9.6,62,NA,1.54,3,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5683235,-80.4516126,41.568383,-80.4516393,Cob Staines,FLIR3861_2025-04,
FLIR3863_2025,FLIR3863,Wood Lab Pond,4/22/25,4576,23:41,Night,transect,good,n,9.6,62,NA,1.53,3,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682846,-80.4516562,41.568383,-80.4516393,Cob Staines,FLIR3863_2025-04,
FLIR3865_2025,FLIR3865,Wood Lab Pond,4/22/25,4576,23:41,Night,transect,good,n,9.6,62,NA,1.5,4,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682694,-80.4516626,41.568383,-80.4516393,Cob Staines,FLIR3865_2025-04,
FLIR3867_2025,FLIR3867,Wood Lab Pond,4/22/25,4576,23:42,Night,transect,good,y,9.6,62,NA,1.54,4,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682461,-80.451698,41.568383,-80.4516393,Cob Staines,FLIR3867_2025-04,
FLIR3869_2025,FLIR3869,Wood Lab Pond,4/22/25,4576,23:42,Night,transect,good,y,9.6,62,NA,1.59,4,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682507,-80.4516459,41.568383,-80.4516393,Cob Staines,FLIR3869_2025-04,
FLIR3871_2025,FLIR3871,Wood Lab Pond,4/22/25,4576,23:42,Night,transect,good,n,9.6,62,NA,1.53,4,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682925,-80.4515178,41.568383,-80.4516393,Cob Staines,FLIR3871_2025-04,
FLIR3873_2025,FLIR3873,Wood Lab Pond,4/22/25,4576,23:44,Night,transect,good,n,9.6,62,NA,1.5,5,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682984,-80.4517986,41.568383,-80.4516393,Cob Staines,FLIR3873_2025-04,
FLIR3875_2025,FLIR3875,Wood Lab Pond,4/22/25,4576,23:44,Night,transect,good,y,9.6,62,NA,1.56,5,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682211,-80.4516791,41.568383,-80.4516393,Cob Staines,FLIR3875_2025-04,
FLIR3877_2025,FLIR3877,Wood Lab Pond,4/22/25,4576,23:44,Night,transect,good,y,9.6,62,NA,1.49,5,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682578,-80.4516224,41.568383,-80.4516393,Cob Staines,FLIR3877_2025-04,
FLIR3879_2025,FLIR3879,Wood Lab Pond,4/22/25,4576,23:45,Night,transect,good,n,9.6,62,NA,1.47,5,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682557,-80.4515652,41.568383,-80.4516393,Cob Staines,FLIR3879_2025-04,
FLIR3881_2025,FLIR3881,Wood Lab Pond,4/22/25,4576,23:45,Night,transect,good,n,9.6,62,NA,1.53,6,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682137,-80.4516692,41.568383,-80.4516393,Cob Staines,FLIR3881_2025-04,
FLIR3883_2025,FLIR3883,Wood Lab Pond,4/22/25,4576,23:45,Night,transect,good,y,9.6,62,NA,1.54,6,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682162,-80.4517014,41.568383,-80.4516393,Cob Staines,FLIR3883_2025-04,
FLIR3885_2025,FLIR3885,Wood Lab Pond,4/22/25,4576,23:46,Night,transect,good,y,9.6,62,NA,1.5,6,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682338,-80.4516703,41.568383,-80.4516393,Cob Staines,FLIR3885_2025-04,
FLIR3887_2025,FLIR3887,Wood Lab Pond,4/22/25,4576,23:46,Night,transect,good,n,9.6,62,NA,1.45,6,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682351,-80.4516692,41.568383,-80.4516393,Cob Staines,FLIR3887_2025-04,
FLIR3889_2025,FLIR3889,Wood Lab Pond,4/22/25,4576,23:46,Night,transect,good,n,9.6,62,NA,1.49,7,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682358,-80.451669,41.568383,-80.4516393,Cob Staines,FLIR3889_2025-04,
FLIR3891_2025,FLIR3891,Wood Lab Pond,4/22/25,4576,23:48,Night,transect,good,y,9.6,62,NA,1.55,7,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682215,-80.4516924,41.568383,-80.4516393,Cob Staines,FLIR3891_2025-04,
FLIR3893_2025,FLIR3893,Wood Lab Pond,4/22/25,4576,23:48,Night,transect,good,y,9.6,62,NA,1.55,7,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682327,-80.4516954,41.568383,-80.4516393,Cob Staines,FLIR3893_2025-04,
FLIR3895_2025,FLIR3895,Wood Lab Pond,4/22/25,4576,23:48,Night,transect,good,n,9.6,62,NA,1.47,7,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682334,-80.4516943,41.568383,-80.4516393,Cob Staines,FLIR3895_2025-04,
FLIR3897_2025,FLIR3897,Wood Lab Pond,4/22/25,4576,23:48,Night,transect,good,n,9.6,62,NA,1.49,8,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682428,-80.4517854,41.568383,-80.4516393,Cob Staines,FLIR3897_2025-04,
FLIR3901_2025,FLIR3901,Wood Lab Pond,4/22/25,4576,23:50,Night,transect,good,y,9.6,62,NA,1.54,8,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682048,-80.4517001,41.568383,-80.4516393,Cob Staines,FLIR3901_2025-04,
FLIR3903_2025,FLIR3903,Wood Lab Pond,4/22/25,4576,23:50,Night,transect,good,y,9.6,62,NA,1.56,8,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682032,-80.451734,41.568383,-80.4516393,Cob Staines,FLIR3903_2025-04,
FLIR3905_2025,FLIR3905,Wood Lab Pond,4/22/25,4576,23:50,Night,transect,good,n,9.6,62,NA,1.54,8,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682045,-80.4517343,41.568383,-80.4516393,Cob Staines,FLIR3905_2025-04,
FLIR3907_2025,FLIR3907,Wood Lab Pond,4/22/25,4576,23:51,Night,transect,good,n,9.6,62,NA,1.47,9,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682473,-80.4516921,41.568383,-80.4516393,Cob Staines,FLIR3907_2025-04,
FLIR3909_2025,FLIR3909,Wood Lab Pond,4/22/25,4576,23:51,Night,transect,good,y,9.6,62,NA,1.52,9,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682947,-80.4517264,41.568383,-80.4516393,Cob Staines,FLIR3909_2025-04,
FLIR3911_2025,FLIR3911,Wood Lab Pond,4/22/25,4576,23:51,Night,transect,good,y,9.6,62,NA,1.48,9,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682882,-80.4517284,41.568383,-80.4516393,Cob Staines,FLIR3911_2025-04,
FLIR3913_2025,FLIR3913,Wood Lab Pond,4/22/25,4576,23:52,Night,transect,good,y,9.6,62,NA,1.48,9,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5683075,-80.4517411,41.568383,-80.4516393,Cob Staines,FLIR3913_2025-04,
FLIR3915_2025,FLIR3915,Wood Lab Pond,4/22/25,4576,23:52,Night,transect,good,y,9.6,62,NA,1.51,10,NA,North,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5683234,-80.4517688,41.568383,-80.4516393,Cob Staines,FLIR3915_2025-04,
FLIR3917_2025,FLIR3917,Wood Lab Pond,4/22/25,4576,23:53,Night,transect,good,y,9.6,62,NA,1.55,10,NA,South,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.5682217,-80.4516954,41.568383,-80.4516393,Cob Staines,FLIR3917_2025-04,
FLIR3919_2025,FLIR3919,Wood Lab Pond,4/22/25,4576,23:53,Night,transect,good,y,9.6,62,NA,1.48,10,NA,East,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.568233,-80.4516624,41.568383,-80.4516393,Cob Staines,FLIR3919_2025-04,
FLIR3921_2025,FLIR3921,Wood Lab Pond,4/22/25,4576,23:53,Night,transect,good,y,9.6,62,NA,1.48,10,NA,West,51d1bf17-e1dd-4d2c-bcc0-785440cbd584,41.568222,-80.4516561,41.568383,-80.4516393,Cob Staines,FLIR3921_2025-04,
FLIR3719_2025,FLIR3719,Wood Lab Pond,4/15/25,4576,22:41,Night,transect,good,n,3.2,93.5,NA,1.54,0,NA,North,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56821169,-80.45142021,41.5686218,-80.45187478,Myah Madril,FLIR3719_2025-04,
FLIR3721_2025,FLIR3721,Wood Lab Pond,4/15/25,4576,22:42,Night,transect,good,y,3.2,93.5,NA,1.53,0,NA,South,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56825709,-80.45149573,41.5686218,-80.45187478,Myah Madril,FLIR3721_2025-04,
FLIR3723_2025,FLIR3723,Wood Lab Pond,4/15/25,4576,22:43,Night,transect,good,y,3.2,93.5,NA,1.52,0,NA,East,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56822238,-80.45147101,41.5686218,-80.45187478,Myah Madril,FLIR3723_2025-04,
FLIR3725_2025,FLIR3725,Wood Lab Pond,4/15/25,4576,22:43,Night,transect,good,n,3.2,93.5,NA,1.51,0,NA,West,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56823134,-80.45154696,41.5686218,-80.45187478,Myah Madril,FLIR3725_2025-04,
FLIR3727_2025,FLIR3727,Wood Lab Pond,4/15/25,4576,22:43,Night,transect,good,n,3.2,93.5,NA,1.53,1,NA,North,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56822804,-80.45152904,41.5686218,-80.45187478,Myah Madril,FLIR3727_2025-04,
FLIR3729_2025,FLIR3729,Wood Lab Pond,4/15/25,4576,22:44,Night,transect,bad,NA,3.2,93.5,NA,1.54,1,NA,South,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56822851,-80.4515773,41.5686218,-80.45187478,Myah Madril,FLIR3729_2025-04,
FLIR3731_2025,FLIR3731,Wood Lab Pond,4/15/25,4576,22:44,Night,transect,bad,NA,3.2,93.5,NA,1.49,1,NA,East,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56824455,-80.45150808,41.5686218,-80.45187478,Myah Madril,FLIR3731_2025-04,
FLIR3733_2025,FLIR3733,Wood Lab Pond,4/15/25,4576,22:44,Night,transect,good,n,3.2,93.5,NA,1.5,1,NA,West,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56822405,-80.45145874,41.5686218,-80.45187478,Myah Madril,FLIR3733_2025-04,
FLIR3735_2025,FLIR3735,Wood Lab Pond,4/15/25,4576,22:44,Night,transect,good,n,3.2,93.5,NA,1.5,2,NA,North,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56824362,-80.45148696,41.5686218,-80.45187478,Myah Madril,FLIR3735_2025-04,
FLIR3739_2025,FLIR3739,Wood Lab Pond,4/15/25,4576,22:45,Night,transect,good,y,3.2,93.5,NA,1.54,2,NA,South,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56825363,-80.45149966,41.5686218,-80.45187478,Myah Madril,FLIR3739_2025-04,
FLIR3741_2025,FLIR3741,Wood Lab Pond,4/15/25,4576,22:47,Night,transect,good,y,3.2,93.5,NA,1.48,2,NA,East,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56823494,-80.45155966,41.5686218,-80.45187478,Myah Madril,FLIR3741_2025-04,
FLIR3743_2025,FLIR3743,Wood Lab Pond,4/15/25,4576,22:47,Night,transect,good,n,3.2,93.5,NA,1.52,2,NA,West,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56820031,-80.45156341,41.5686218,-80.45187478,Myah Madril,FLIR3743_2025-04,
FLIR3745_2025,FLIR3745,Wood Lab Pond,4/15/25,4576,22:48,Night,transect,good,n,3.2,93.5,NA,1.51,3,NA,North,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56817515,-80.45156541,41.5686218,-80.45187478,Myah Madril,FLIR3745_2025-04,
FLIR3747_2025,FLIR3747,Wood Lab Pond,4/15/25,4576,22:48,Night,transect,good,y,3.2,93.5,NA,1.52,3,NA,South,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56810772,-80.45151985,41.5686218,-80.45187478,Myah Madril,FLIR3747_2025-04,
FLIR3749_2025,FLIR3749,Wood Lab Pond,4/15/25,4576,22:48,Night,transect,good,y,3.2,93.5,NA,1.49,3,NA,East,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56812147,-80.4515377,41.5686218,-80.45187478,Myah Madril,FLIR3749_2025-04,
FLIR3751_2025,FLIR3751,Wood Lab Pond,4/15/25,4576,22:48,Night,transect,good,n,3.2,93.5,NA,1.51,3,NA,West,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56810618,-80.45152611,41.5686218,-80.45187478,Myah Madril,FLIR3751_2025-04,
FLIR3753_2025,FLIR3753,Wood Lab Pond,4/15/25,4576,22:49,Night,transect,good,n,3.2,93.5,NA,1.53,4,NA,North,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56808265,-80.45148914,41.5686218,-80.45187478,Myah Madril,FLIR3753_2025-04,
FLIR3755_2025,FLIR3755,Wood Lab Pond,4/15/25,4576,22:49,Night,transect,good,n,3.2,93.5,NA,1.5,4,NA,South,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56811226,-80.45161541,41.5686218,-80.45187478,Myah Madril,FLIR3755_2025-04,
FLIR3757_2025,FLIR3757,Wood Lab Pond,4/15/25,4576,22:49,Night,transect,bad,NA,3.2,93.5,NA,1.51,4,NA,East,c734e8ce-d053-4e74-be38-be4f6031adbf,41.5681359,-80.45160581,41.5686218,-80.45187478,Myah Madril,FLIR3757_2025-04,
FLIR3759_2025,FLIR3759,Wood Lab Pond,4/15/25,4576,22:50,Night,transect,good,n,3.2,93.5,NA,1.51,4,NA,West,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56816669,-80.45159866,41.5686218,-80.45187478,Myah Madril,FLIR3759_2025-04,
FLIR3761_2025,FLIR3761,Wood Lab Pond,4/15/25,4576,22:50,Night,transect,good,y,3.2,93.5,NA,1.52,5,NA,North,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56818485,-80.45153846,41.5686218,-80.45187478,Myah Madril,FLIR3761_2025-04,
FLIR3763_2025,FLIR3763,Wood Lab Pond,4/15/25,4576,22:50,Night,transect,good,n,3.2,93.5,NA,1.55,5,NA,South,c734e8ce-d053-4e74-be38-be4f6031adbf,41.5681586,-80.45157539,41.5686218,-80.45187478,Myah Madril,FLIR3763_2025-04,
FLIR3765_2025,FLIR3765,Wood Lab Pond,4/15/25,4576,22:50,Night,transect,good,y,3.2,93.5,NA,1.49,5,NA,East,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56818021,-80.45160997,41.5686218,-80.45187478,Myah Madril,FLIR3765_2025-04,
FLIR3767_2025,FLIR3767,Wood Lab Pond,4/15/25,4576,22:51,Night,transect,good,n,3.2,93.5,NA,1.5,5,NA,West,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56820826,-80.45161573,41.5686218,-80.45187478,Myah Madril,FLIR3767_2025-04,
FLIR3769_2025,FLIR3769,Wood Lab Pond,4/15/25,4576,22:51,Night,transect,good,n,3.2,93.5,NA,1.48,6,NA,North,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56816757,-80.45163055,41.5686218,-80.45187478,Myah Madril,FLIR3769_2025-04,
FLIR3771_2025,FLIR3771,Wood Lab Pond,4/15/25,4576,22:52,Night,transect,good,n,3.2,93.5,NA,1.48,6,NA,South,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56816407,-80.45162153,41.5686218,-80.45187478,Myah Madril,FLIR3771_2025-04,
FLIR3773_2025,FLIR3773,Wood Lab Pond,4/15/25,4576,22:52,Night,transect,good,y,3.2,93.5,NA,1.51,6,NA,East,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56816569,-80.4516109,41.5686218,-80.45187478,Myah Madril,FLIR3773_2025-04,
FLIR3775_2025,FLIR3775,Wood Lab Pond,4/15/25,4576,22:52,Night,transect,good,n,3.2,93.5,NA,1.49,6,NA,West,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56814062,-80.45162341,41.5686218,-80.45187478,Myah Madril,FLIR3775_2025-04,
FLIR3779_2025,FLIR3779,Wood Lab Pond,4/15/25,4576,22:54,Night,transect,good,n,3.2,93.5,NA,1.52,7,NA,North,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56815553,-80.45151827,41.5686218,-80.45187478,Myah Madril,FLIR3779_2025-04,
FLIR3781_2025,FLIR3781,Wood Lab Pond,4/15/25,4576,22:54,Night,transect,good,n,3.2,93.5,NA,1.54,7,NA,South,c734e8ce-d053-4e74-be38-be4f6031adbf,41.56814577,-80.451534,41.5686218,-80.45187478,Myah Madril,FLIR3781_2025-04,
